BATCH,PROG,WEEK,DATE,MON,DAY,YEAR,LOCATION,RM,SHORE,GEAR,Experimental_Net_ID,BPER,GPER,SET_SAMP,CLDCV,WINDD,WINDV,WAVEH,AIRT,TWTEMP,TCOND,TTDS,TSAL,TDOPERC,TDO,TPH,BWTEMP,BCOND,BTDS,BSAL,BDOPERC,BDO,BPH,AVG_DEPTH,Bottom Line Loc,COMMENTS,SURVEY,TVEL,BVEL,Secchi,Reviewed/Entered,First Check,Second Check,Third Check,Habitat,GPS Point
200817262,12,20,5/19/2008,5,19,2008,HAV BAY - BOWLINE,36,3,3,,,1,1,2,8,10,2,,15.72,2750,,1.76,,9.11,8.28,15.57,6160,,4.12,,8.68,8.2,29,Bowline,,,,,,,,,,,
200817263,12,20,5/19/2008,5,19,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,2,8,20,3,,15.57,3882,,2.55,,9.54,8.63,15.57,4417,,2.89,,9.33,8.64,30,Croton,,,,,,,,,,,
200817264,12,20,5/20/2008,5,20,2008,HAV BAY - GRAVEL PIT,35,3,3,,,1,1,5,0,0,1,,15.67,3263,,2.11,,9.06,8.08,15.55,5658,,3.81,,8.82,8.08,30,Gravel Pit,,,,,,,,,,,
200817265,12,20,5/20/2008,5,20,2008,HAV BAY - BOWLINE,36,3,3,,,1,1,5,1,2,1,,15.54,2411,,1.54,,9.64,8.29,15.66,4560,,3.07,,9.16,8.23,29,Bowline,,,,,,,,,,,
200817266,12,20,5/20/2008,5,20,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,5,0,0,1,,15.57,3882,,2.55,,9.54,8.63,15.57,4417,,2.89,,9.33,8.64,30,Croton,,,,,,,,,,,
200817267,12,20,5/20/2008,5,20,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,6,0,0,1,,15.38,3915,,2.58,,9.92,8.59,15.26,5347,,3.61,,9.39,8.55,29,Croton,,,,,,,,,,,
200817268,12,20,5/20/2008,5,20,2008,HAV BAY - GRAVEL PIT,35,3,3,,,1,1,6,3,3,1,,15.36,4756,,3.17,,9.69,8.56,15.3,5072,,3.41,,9.45,8.56,28,Gravel Pit,,,,,,,,,,,
200817269,12,20,5/20/2008,5,20,2008,HAV BAY - BOWLINE,36,3,3,,,1,1,6,3,3,1,,15.36,3716,,2.45,,9.42,8.56,15.4,4951,,3.32,,9.15,8.53,28,Bowline,,,,,,,,,,,
200817270,12,20,5/21/2008,5,21,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,1,5,3,1,,15.55,4382,,2.9,,8.93,8.04,15.29,5445,,3.6,,8.84,8.06,31,Croton,,,,,,,,,,,
200817271,12,20,5/21/2008,5,21,2008,HAV BAY - GRAVEL PIT,35,3,3,,,1,1,1,5,5,1,,15.82,2852,,1.78,,9.9,8.22,15.53,4752,,3.18,,9.27,8.17,28,Gravel Pit,,,,,,,,,,,
200817272,12,20,5/21/2008,5,21,2008,HAV BAY - BOWLINE,36,3,3,,,1,1,3,5,10,1,,15.75,2567,,1.64,,9.12,7.97,15.41,4875,,3.27,,8.82,7.94,29,Bowline,,,,,,,,,,,
200817273,12,20,5/21/2008,5,21,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,4,7,10,1,,15.54,3883,,2.54,,9.8,8.61,15.35,4973,,3.33,,9.46,8.53,29,Croton,,,,,,,,,,,
200817274,12,20,5/21/2008,5,21,2008,HAV BAY - GRAVEL PIT,35,3,3,,,3,3,4,7,5,1,,16.54,3617,,2.31,,9.21,8.41,15.19,4417,,2.95,,9.2,8.36,29,Gravel Pit,,,,,,,,,,,
200817275,12,20,5/21/2008,5,21,2008,HAV BAY - BOWLINE,36,3,3,,,1,1,5,7,10,1,,16.11,3416,,2.2,,9.67,8.44,15.59,3962,,2.57,,9.38,8.39,29,Bowline,,,,,,,,,,,
200817276,12,20,5/22/2008,5,22,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,6,7,7,1,,15.64,4130,,2.72,,9.56,8.54,15.45,4967,,3.32,,9.35,8.45,30,Croton,,,,,,,,,,,
200817277,12,20,5/22/2008,5,22,2008,HAV BAY - BOWLINE,36,3,3,,,1,1,5,7,5,1,,15.87,2637,,1.68,,9.17,8.09,15.88,2822,,1.82,,9.1,8.06,28,Bowline,,,,,,,,,,,
200817278,12,20,5/22/2008,5,22,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,2,1,10,2,,15.8,4211,,2.76,,9.24,7.98,15.6,4445,,2.95,,9.19,7.95,30,Croton,,,,,,,,,,,
200817279,12,21,5/27/2008,5,27,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,4,5,10,2,,18.58,3800,,2.31,,9.77,9.57,17.46,4482,,2.83,,9.34,9.55,29,Croton,,,,,,,,,,,
200817280,12,21,5/27/2008,5,27,2008,HAV BAY - GRAVEL PIT,35,3,3,,,3,3,4,5,10,2,,17.86,2770,,1.68,,9.29,9.35,17.26,4080,,2.59,,9.1,9.3,28,Gravel Pit,,,,,,,,,,,
200817281,12,21,5/27/2008,5,27,2008,HAV BAY - BOWLINE,36,3,3,,,2,2,4,5,10,2,,17.16,2515,,1.55,,9.83,9.53,16.9,5110,,3.23,,9.21,9.45,28,Bowline,,,,,,,,,,,
200817282,12,21,5/28/2008,5,28,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,3,1,15,3,,17.08,5270,,3.4,,9.17,8.6,16.6,8565,,5.8,,8.68,8.58,30,Croton,,,,,,,,,,,
200817283,12,21,5/28/2008,5,28,2008,HAV BAY - GRAVEL PIT,35,3,3,,,3,3,2,1,15,3,,17.08,5269,,3.4,,9.47,8.92,15.73,12640,,8.92,,8.11,8.9,28,Gravel Pit,,,,,,,,,,,
200817284,12,21,5/28/2008,5,28,2008,HAV BAY - BOWLINE,36,3,3,,,1,1,2,1,15,3,,16.9,4770,,3.07,,9.16,8.87,15.88,12787,,9.1,,7.8,8.83,28,Bowline,,,,,,,,,,,
200817285,12,21,5/28/2008,5,28,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,1,1,7,1,,17.27,4096,,2.59,,9.42,8.42,16.57,14362,,10.27,,8.3,,29,Croton,,,,,,,,,,,
200817286,12,21,5/28/2008,5,28,2008,HAV BAY - BOWLINE,36,3,3,,,1,1,1,1,7,1,,17.11,2633,,1.63,,9.4,8.43,16.61,7714,,4.8,,8.65,8.42,28,Bowline,,,,,,,,,,,
200817287,12,21,5/29/2008,5,29,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,1,0,0,1,,17.19,4669,,2.97,,9.65,7.99,17.05,8176,,5.55,,8.99,7.83,30,Croton,,,,,,,,,,,
200817288,12,21,5/29/2008,5,29,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,1,8,5,1,,17.8,5895,,3.76,,9.25,8.36,16.81,8685,,5.9,,9.06,8.12,28,Croton,,,,,,,,,,,
200817289,12,21,5/29/2008,5,29,2008,HAV BAY - BOWLINE,36,3,3,,,1,1,1,8,10,1,,17.23,4462,,2.84,,9.17,8.32,16.64,7863,,6.1,,8.96,8.21,29,Bowline,,,,,,,,,,,
200817291,12,22,6/2/2008,6,2,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,1,1,7,1,,19.04,9297,,5.95,,9.82,8.34,18.29,10199,,6.7,,9.1,8.23,29,Croton,,,,,,,,,,,
200817292,12,22,6/2/2008,6,2,2008,HAV BAY - GRAVEL PIT,36,1,3,,,1,1,1,1,10,2,,19.18,8101,,5.12,,9.93,8.27,18.12,10589,,7.07,,9,8.13,26,Gravel Pit 2,,,,,,,,,,,
200817293,12,22,6/2/2008,6,2,2008,HAV BAY - BOWLINE,36,3,3,,,1,1,1,1,7,1,,19.42,7874,,4.94,,9.63,8.18,18.06,10459,,6.93,,8.21,8.04,27,Bowline,,,,,,,,,,,
200817294,12,22,6/2/2008,6,2,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,1,8,15,2,,19.05,7974,,5.06,,10.32,8.4,18.23,9942,,6.5,,9.35,8.22,29,Croton,,,,,,,,,,,
200817295,12,22,6/2/2008,6,2,2008,HAV BAY - GRAVEL PIT,36,1,3,,,1,1,1,8,5,1,,19.39,6064,,3.74,,9.86,8.05,18.6,8214,,5.27,,8.54,7.98,25,Gravel Pit 2,,,,,,,,,,,
200817296,12,22,6/2/2008,6,2,2008,HAV BAY - BOWLINE,36,3,3,,,1,1,1,8,5,1,,18.86,6165,,3.86,,8.87,7.95,18.17,10016,,6.6,,8.37,7.84,28,Bowline,,,,,,,,,,,
200817297,12,22,6/3/2008,6,3,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,4,0,0,1,,18.87,8910,,5.71,,9.6,7.9,18.76,10091,,6.56,,9.3,7.81,28,Croton,,,,,,,,,,,
200817298,12,22,6/3/2008,6,3,2008,HAV BAY - GRAVEL PIT,36,1,3,,,1,1,4,0,0,1,,18.82,6649,,4.18,,9.08,7.78,18.9,7837,,4.98,,8.37,7.73,28,Gravel Pit 2,,,,,,,,,,,
200817299,12,22,6/3/2008,6,3,2008,HAV BAY - BOWLINE,36,3,3,,,1,1,4,0,0,1,,18.98,6863,,4.31,,9.43,7.84,18.85,7760,,4.93,,9.04,7.79,29,Bowline,,,,,,,,,,,
200817300,12,22,6/3/2008,6,3,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,3,5,10,1,,18.94,9724,,6.26,,10.03,8.18,18.72,10160,,6.61,,9.56,8.23,28,Croton,,,,,,,,,,,
200817301,12,22,6/3/2008,6,3,2008,HAV BAY - GRAVEL PIT,36,1,3,,,1,1,3,5,5,1,,20.87,8459,,5.16,,11.18,8.47,18.74,9966,,6.45,,9.48,8.38,27,Gravel Pit 2,,,,,,,,,,,
200817302,12,22,6/3/2008,6,3,2008,HAV BAY - BOWLINE,36,3,3,,,2,2,3,8,10,1,,19.95,8761,,5.48,,10.32,8.37,18.84,9525,,6.14,,9.68,8.34,28,Bowline,,,,,,,,,,,
200817303,12,22,6/4/2008,6,4,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,6,4,3,1,,19.35,8834,,5.59,,9.45,7.98,19.29,9361,,5.97,,9.41,7.92,29,Croton,,,,,,,,,,,
200817304,12,22,6/4/2008,6,4,2008,HAV BAY - GRAVEL PIT,36,1,3,,,1,1,5,1,5,1,,19.3,6876,,4.28,,9.17,7.89,19.47,7929,,4.97,,8.79,7.81,27,Gravel Pit 2,,,,,,,,,,,
200817305,12,22,6/4/2008,6,4,2008,HAV BAY - BOWLINE,36,3,3,,,1,1,5,1,3,1,,19.26,6826,,4.25,,8.83,7.8,19.33,7174,,4.43,,8.86,7.79,30,Bowline,,,,,,,,,,,
200817306,12,22,6/4/2008,6,4,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,4,1,5,1,,19.52,9815,,6.28,,10.42,8.25,19.08,10732,,6.96,,9.6,8.26,28,Croton,,,,,,,,,,,
200817307,12,22,6/4/2008,6,4,2008,HAV BAY - GRAVEL PIT,36,1,3,,,1,1,4,1,10,1,,19.59,8185,,5.12,,9.68,8.12,19.09,9961,,6.41,,9.27,8.08,28,Gravel Pit 2,,,,,,,,,,,
200817308,12,22,6/4/2008,6,4,2008,HAV BAY - BOWLINE,36,3,3,,,3,3,4,1,3,1,,19.56,8429,,5.3,,9.72,8.1,19.1,9781,,6.28,,9.21,8.07,28,Bowline,,,,,,,,,,,
200817309,12,22,6/5/2008,6,5,2008,HAV BAY - CROTON POINT,34,3,3,,,1,1,4,1,5,1,,19.47,8450,,5.32,,9.18,7.96,19.38,9348,,5.96,,9.22,7.91,29,Croton,,,,,,,,,,,
200817310,12,22,6/5/2008,6,5,2008,HAV BAY - GRAVEL PIT,36,1,3,,,1,1,4,2,10,1,,19.37,6441,,3.99,,8.77,7.79,19.43,6968,,4.33,,8.34,7.67,27,Gravel Pit 2,,,,,,,,,,,
200817311,12,23,6/10/2008,6,10,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,1,0,0,1,,20.77,195,,0.1,,9.02,7.67,20.63,195,,0.1,,8.65,7.67,48.5,A Frame/ Yacht Club,,,,,,,,,,,
200817312,12,23,6/10/2008,6,10,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,1,0,0,1,,20.77,195,,0.1,,9.02,7.67,20.63,195,,0.1,,8.65,7.67,47.5,A Frame/ Yacht Club,,,,,,,,,,,
200817313,12,23,6/10/2008,6,10,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,1,0,0,1,,20.77,195,,0.1,,9.02,7.67,20.63,195,,0.1,,8.65,7.67,62.5,A Frame/ Yacht Club,,,,,,,,,,,
200817314,12,23,6/11/2008,6,11,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,1,0,0,1,,21.7,203,,0.1,,8.67,7.31,21.22,199,,0.1,,8.65,6.97,57,A Frame/ Yacht Club,,,,,,,,,,,
200817315,12,23,6/11/2008,6,11,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,1,0,0,1,,21.7,203,,0.1,,8.67,7.31,21.22,199,,0.1,,8.65,6.97,57.5,A Frame/ Yacht Club,,,,,,,,,,,
200817316,12,23,6/11/2008,6,11,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,1,0,0,1,,21.7,203,,0.1,,8.67,7.31,21.22,199,,0.1,,8.65,6.97,63,A Frame/ Yacht Club,,,,,,,,,,,
200817317,12,23,6/11/2008,6,11,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,1,0,0,1,,21.7,203,,0.1,,8.67,7.31,21.22,199,,0.1,,8.65,6.97,57.5,A Frame/ Yacht Club,,,,,,,,,,,
200817318,12,23,6/12/2008,6,12,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,1,1,7,1,,22.12,208,,0.1,,8.55,7.5,12.92,206,,0.1,,8.83,7.28,60.5,A Frame/ Yacht Club,,,,,,,,,,,
200817319,12,23,6/12/2008,6,12,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,1,1,7,1,,22.12,208,,0.1,,8.55,7.5,12.92,206,,0.1,,8.83,7.28,64,A Frame/ Yacht Club,,,,,,,,,,,
200817320,12,24,6/16/2008,6,16,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,3,3,6,0,0,1,,23.55,230,,0.11,,7.64,7.5,23.5,229,,0.11,,7.6,7.2,66,A Frame/ Yacht Club,,,,,,,,,,,
200817321,12,24,6/16/2008,6,16,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,5,0,0,1,,23.55,230,,0.11,,7.64,7.5,23.5,229,,0.11,,7.6,7.2,70,A Frame/ Yacht Club,,,,,,,,,,,
200817322,12,24,6/16/2008,6,16,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,5,0,0,1,,23.55,230,,0.11,,7.64,7.5,23.5,229,,0.11,,7.6,7.2,75,A Frame/ Yacht Club,,,,,,,,,,,
200817323,12,24,6/16/2008,6,16,2008,CRUM ELBOW,81,3,3,,,1,1,3,5,10,2,,23.06,214,,0.11,,8.32,7.47,22.81,213,,0.11,,7.92,7.3,45,Crumb Elbow,,,,,,,,,,,
200817324,12,24,6/16/2008,6,16,2008,CRUM ELBOW,81,3,3,,,1,1,3,5,10,1,,23.06,214,,0.11,,8.32,7.47,22.81,213,,0.11,,7.92,7.3,44.5,Crumb Elbow,,,,,,,,,,,
200817325,12,24,6/16/2008,6,16,2008,CRUM ELBOW,81,3,3,,,1,1,3,5,10,1,,23.06,214,,0.11,,8.32,7.47,22.81,213,,0.11,,7.92,7.3,43.5,Crumb Elbow,,,,,,,,,,,
200817326,12,24,6/17/2008,6,17,2008,CRUM ELBOW,81,3,3,,,1,1,3,5,2,1,,23.4,226,,0.11,,7.59,7.67,23.17,222,,0.11,,7.55,7.43,43,Crumb Elbow,,,,,,,,,,,
200817327,12,24,6/17/2008,6,17,2008,CRUM ELBOW,81,3,3,,,1,1,3,5,1,2,,23.4,226,,0.11,,7.59,7.67,23.17,222,,0.11,,7.55,7.43,45,Crumb Elbow,,,,,,,,,,,
200817328,12,24,6/17/2008,6,17,2008,CRUM ELBOW,81,3,3,,,1,1,3,5,1,2,,23.4,226,,0.11,,7.59,7.67,23.17,222,,0.11,,7.55,7.43,43.5,Crumb Elbow,,,,,,,,,,,
200817329,12,24,6/17/2008,6,17,2008,NORRIE POINT - ESOPUS ISLAND EAST SHORE,84,1,3,,,1,1,4,1,10,2,,23.85,230,,0.11,,8.39,7.75,23.39,227,,0.11,,7.75,7.34,50,Black Creek,,,,,,,,,,,
200817330,12,24,6/17/2008,6,17,2008,NORRIE POINT - ESOPUS ISLAND EAST SHORE,84,1,3,,,1,1,4,1,10,2,,23.85,230,,0.11,,8.39,7.75,23.39,227,,0.11,,7.75,7.34,62.5,Black Creek,,,,,,,,,,,
200817331,12,24,6/18/2008,6,18,2008,DANSKAMMER POINT - NORTH,67,1,3,,,1,1,1,2,2,1,,22.17,204,,0.1,,8.18,7.34,22,204,,0.1,,8.07,7.03,90,Diamond Reef,,,,,,,,,,,
200817332,12,24,6/18/2008,6,18,2008,DANSKAMMER POINT - NORTH,67,1,3,,,3,3,1,2,2,1,,22.17,204,,0.1,,8.18,7.34,22,204,,0.1,,8.07,7.03,67.5,Diamond Reef,,,,,,,,,,,
200817333,12,24,6/18/2008,6,18,2008,DANSKAMMER POINT - NORTH,67,1,3,,,3,3,1,2,2,1,,22.17,204,,0.1,,8.18,7.34,22,204,,0.1,,8.07,7.03,70,Diamond Reef,,,,,,,,,,,
200817334,12,24,6/18/2008,6,18,2008,STONE CRUSHER,69,3,3,,,1,1,4,6,5,1,,22.22,203,,0.1,,8.27,7.55,22.07,203,,0.1,,8.11,7.33,75,Crusher,,,,,,,,,,,
200817335,12,24,6/18/2008,6,18,2008,STONE CRUSHER,69,3,3,,,1,1,4,6,5,1,,22.22,203,,0.1,,8.27,7.55,22.07,203,,0.1,,8.11,7.33,67.5,Crusher,,,,,,,,,,,
200817336,12,24,6/19/2008,6,19,2008,CRUM ELBOW,81,1,3,,,1,1,1,0,0,1,,23.63,236,,0.11,,7.63,7.56,23.34,235,,0.11,,7.3,7.37,45,Crumb Elbow,,,,,,,,,,,
200817337,12,24,6/19/2008,6,19,2008,CRUM ELBOW,81,1,3,,,1,1,1,0,0,1,,23.63,236,,0.11,,7.63,7.56,23.34,235,,0.11,,7.3,7.37,45,Crumb Elbow,,,,,,,,,,,
200817338,12,24,6/19/2008,6,19,2008,CRUM ELBOW,81,1,3,,,1,1,1,0,0,1,,23.63,236,,0.11,,7.63,7.56,23.34,235,,0.11,,7.3,7.37,45,Crumb Elbow,,,,,,,,,,,
200817339,12,24,6/19/2008,6,19,2008,NORRIE POINT - AFRAME HOUSE,83,1,3,,,1,1,2,4,5,2,,24.54,236,,0.11,,8.57,7.89,23.35,233,,0.11,,7.63,7.63,65,A Frame/ Yacht Club,,,,,,,,,,,
200817340,12,24,6/19/2008,6,19,2008,NORRIE POINT - AFRAME HOUSE,83,1,3,,,1,1,2,4,5,2,,24.54,236,,0.11,,8.57,7.89,23.35,233,,0.11,,7.63,7.63,55,A Frame/ Yacht Club,,,,,,,,,,,
200817341,12,24,6/19/2008,6,19,2008,NORRIE POINT - AFRAME HOUSE,83,1,3,,,1,1,2,4,5,2,,24.54,236,,0.11,,8.57,7.89,23.35,233,,0.11,,7.63,7.63,80,A Frame/ Yacht Club,,,,,,,,,,,
200817342,12,25,6/23/2008,6,23,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,4,5,10,1,,23.87,361,,0.17,,,,23.7,360,,0.17,,,,52.5,A Frame/ Yacht Club,,,,,,,,,,,
200817343,12,25,6/23/2008,6,23,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,4,5,10,1,,23.87,361,,0.17,,,,23.7,360,,0.17,,,,52.5,A Frame/ Yacht Club,,,,,,,,,,,
200817344,12,25,6/23/2008,6,23,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,4,5,10,1,,23.87,361,,0.17,,,,23.7,360,,0.17,,,,57.5,A Frame/ Yacht Club,,,,,,,,,,,
200817345,12,25,6/24/2008,6,24,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,4,0,0,1,,23.56,336,,0.16,,,,23.59,335,,0.16,,,,70,A Frame/ Yacht Club,,,,,,,,,,,
200817346,12,25,6/24/2008,6,24,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,4,0,0,1,,23.56,336,,0.16,,,,23.59,335,,0.16,,,,62.5,A Frame/ Yacht Club,,,,,,,,,,,
200817347,12,25,6/24/2008,6,24,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,4,0,0,1,,23.56,336,,0.16,,,,23.59,335,,0.16,,,,62.5,A Frame/ Yacht Club,,,,,,,,,,,
200817348,12,25,6/24/2008,6,24,2008,CRUM ELBOW,81,3,3,,,1,1,4,0,0,1,,23.93,354,,0.17,,,,23.65,355,,0.17,,,,36.5,Crumb Elbow,,,,,,,,,,,
200817349,12,25,6/24/2008,6,24,2008,CRUM ELBOW,81,3,3,,,1,1,4,0,0,1,,23.93,354,,0.17,,,,23.65,355,,0.17,,,,42.5,Crumb Elbow,,,,,,,,,,,
200817350,12,25,6/24/2008,6,24,2008,CRUM ELBOW,81,3,3,,,1,1,4,0,0,1,,23.93,354,,0.17,,,,23.65,355,,0.17,,,,41,Crumb Elbow,,,,,,,,,,,
200817351,12,25,6/25/2008,6,25,2008,CRUM ELBOW,81,3,3,,,1,1,3,1,2,1,,23.55,321,,0.16,,,,23.59,331,,0.16,,,,40,Crumb Elbow,,,,,,,,,,,
200817352,12,25,6/25/2008,6,25,2008,CRUM ELBOW,81,3,3,,,1,1,3,1,3,1,,23.55,321,,0.16,,,,23.59,331,,0.16,,,,42,Crumb Elbow,,,,,,,,,,,
200817353,12,25,6/25/2008,6,25,2008,CRUM ELBOW,81,3,3,,,1,1,3,1,2,1,,23.55,321,,0.16,,,,23.59,331,,0.16,,,,39,Crumb Elbow,,,,,,,,,,,
200817354,12,20,5/22/2008,5,22,2008,HAV BAY - BOWLINE,36,3,3,,,1,1,6,1,20,3,,16.01,3833,,2.49,,10.07,8.25,15.87,3954,,2.56,,9.62,8.23,29,Bowline,,,,,,,,,,,
200817355,12,25,6/26/2008,6,26,2008,CRUM ELBOW,81,3,3,,,1,1,6,0,0,1,,23.72,348,,0.17,,,,23.75,348,,0.17,,,,39,Crumb Elbow,,,,,,,,,,,
200817356,12,25,6/26/2008,6,26,2008,CRUM ELBOW,81,3,3,,,1,1,6,0,0,1,,23.72,348,,0.17,,,,23.75,348,,0.17,,,,41.5,Crumb Elbow,,,,,,,,,,,
200817357,12,25,6/26/2008,6,26,2008,CRUM ELBOW,81,3,3,,,1,1,6,0,0,1,,23.72,348,,0.17,,,,23.75,348,,0.17,,,,41,Crumb Elbow,,,,,,,,,,,
200817358,12,25,6/27/2008,6,27,2008,CRUM ELBOW,81,3,3,,,1,1,4,0,0,1,,23.79,347,,0.16,,,,23.76,344,,0.16,,,,38.5,Crumb Elbow,,,,,,,,,,,
200817359,12,25,6/27/2008,6,27,2008,CRUM ELBOW,81,3,3,,,1,1,4,0,0,1,,23.79,347,,0.16,,,,23.76,344,,0.16,,,,41.5,Crumb Elbow,,,,,,,,,,,
200817360,12,25,6/27/2008,6,27,2008,CRUM ELBOW,81,3,3,,,1,1,4,0,0,1,,23.79,347,,0.16,,,,23.76,344,,0.16,,,,40.5,Crumb Elbow,,,,,,,,,,,
200817361,12,23,6/10/2008,6,10,2008,NORRIE POINT - AFRAME HOUSE,83,3,3,,,1,1,1,0,0,1,,20.77,195,,0.1,,9.02,7.67,20.63,195,,0.1,,8.65,7.67,52.5,A Frame/ Yacht Club,,,,,,,,,,,
200917200,12,23,6/8/2009,6,8,2009,Norrie-Aframe House,83,3,3,,1,1,1,1,1,5,1,,19.5,181.7,,0.1,,8.4,7.76,19.5,181.3,,0.1,,8.3,7.63,55.5,,,,,,,,,,,,
200917201,12,23,6/8/2009,6,8,2009,Norrie-Aframe House,83,3,3,,1,1,1,1,1,5,1,,19.5,181.7,,0.1,,8.4,7.76,19.5,181.3,,0.1,,8.3,7.63,57,,,,,,,,,,,,
200917202,12,23,6/8/2009,6,8,2009,Norrie-Aframe House,83,3,3,,1,1,1,1,1,5,1,,19.5,181.7,,0.1,,8.4,7.76,19.5,181.3,,0.1,,8.3,7.63,57,,,,,,,,,,,,
200917203,12,23,6/10/2009,6,10,2009,Norrie-Aframe House,83,3,3,,1,1,1,4,5,5,1,,19.8,186.9,,0.1,,8.5,7.89,19.7,185,,0.1,,8.3,7.84,65,,,,,,,,,,,,
200917204,12,23,6/10/2009,6,10,2009,Norrie-Aframe House,83,3,3,,1,1,1,4,5,5,1,,19.8,186.9,,0.1,,8.5,7.89,19.7,185,,0.1,,8.3,7.84,60,,,,,,,,,,,,
200917205,12,23,6/10/2009,6,10,2009,Norrie-Aframe House,83,3,3,,1,1,1,4,5,5,1,,19.8,186.9,,0.1,,8.5,7.89,19.7,185,,0.1,,8.3,7.84,61.5,,,,,,,,,,,,
200917206,12,23,6/11/2009,6,11,2009,Norrie-Aframe House,83,3,3,,1,1,1,4,0,0,1,,19.9,190,,0.1,,8,8.02,19.8,188.8,,0.1,,8.1,,56.5,,,,,,,,,,,,
200917207,12,23,6/11/2009,6,11,2009,Norrie-Aframe House,83,3,3,,1,1,1,4,0,0,1,,19.9,190,,0.1,,8,8.02,19.8,188.8,,0.1,,8.1,,56.5,,,,,,,,,,,,
200917208,12,23,6/11/2009,6,11,2009,Norrie-Aframe House,83,3,3,,1,1,1,4,0,0,1,,19.9,190,,0.1,,8,8.02,19.8,188.8,,0.1,,8.1,,69,,,,,,,,,,,,
200917209,12,24,6/16/2009,6,16,2009,Norrie-Aframe House,83,3,3,,1,1,1,4,0,0,1,,20.7,218,,0.11,,9.24,8.47,20.73,220,,0.11,,8.85,8.39,80,,,,,,,,,,,,
200917210,12,24,6/16/2009,6,16,2009,Norrie-Aframe House,83,3,3,,1,1,1,4,0,0,1,,20.7,218,,0.11,,9.24,8.47,20.73,220,,0.11,,8.85,8.39,76,,,,,,,,,,,,
200917211,12,24,6/16/2009,6,16,2009,Norrie-Aframe House,83,3,3,,1,1,1,4,0,0,1,,20.7,218,,0.11,,9.24,8.47,20.73,220,,0.11,,8.85,8.39,74,,,,,,,,,,,,
200917212,12,24,6/17/2009,6,17,2009,CRUM ELBOW,81,3,3,,1,1,1,4,0,0,1,,20.75,219,,0.1,,9.13,8.41,20.73,203,,0.1,,8.89,8.36,41,,,,,,,,,,,,
200917213,12,24,6/17/2009,6,17,2009,CRUM ELBOW,81,3,3,,1,1,1,4,0,0,1,,20.75,219,,0.1,,9.13,8.41,20.73,203,,0.1,,8.89,8.36,42,,,,,,,,,,,,
200917214,12,24,6/17/2009,6,17,2009,CRUM ELBOW,81,3,3,,1,1,1,4,0,0,1,,20.75,219,,0.1,,9.13,8.41,20.73,203,,0.1,,8.89,8.36,40,,,,,,,,,,,,
200917215,12,24,6/17/2009,6,17,2009,Norrie-Aframe House,83,3,3,,1,1,1,4,5,10,1,,20.86,197,,0.1,,9.59,8.47,20.57,195,,0.1,,9.2,8.43,62,,,,,,,,,,,,
200917216,12,24,6/17/2009,6,17,2009,Norrie-Aframe House,83,3,3,,1,1,1,4,5,10,1,,20.86,197,,0.1,,9.59,8.47,20.57,195,,0.1,,9.2,8.43,50,,,,,,,,,,,,
200917217,12,24,6/17/2009,6,17,2009,Norrie-Aframe House,83,3,3,,1,1,1,4,5,10,1,,20.86,197,,0.1,,9.59,8.47,20.57,195,,0.1,,9.2,8.43,67,,,,,,,,,,,,
